target,success,aim_time,final_error_x,final_error_y,timestamp,trace_file,yaw_rise_time,yaw_settling_time,yaw_overshoot_pct,pitch_rise_time,pitch_settling_time,pitch_overshoot_pct
left,True,1.2860209941864014,-0.029689999999999994,-0.015280000000000016,1754637222.2649128,time_response_shot_1_left.csv,0.7537522315979004,1.0193018913269043,0.0,0.6611225605010986,0.9567897319793701,0.0
center,True,0.7966766357421875,0.018750000000000044,-0.026390000000000025,1754637225.3841436,time_response_shot_2_center.csv,0.4154806137084961,0.5691182613372803,0.0,0.4154806137084961,0.5691182613372803,0.0
right,True,1.7008037567138672,0.029689999999999994,0.0013900000000000023,1754637229.1631522,time_response_shot_3_right.csv,1.0672972202301025,1.3901424407958984,0.0,0.6957056522369385,1.3440024852752686,0.0
center,True,0.8088397979736328,0.018750000000000044,-0.026390000000000025,1754637232.4874206,time_response_shot_4_center.csv,0.3698720932006836,0.5697605609893799,0.0,0.3698720932006836,0.5697605609893799,0.0
left,True,1.3126699924468994,-0.029689999999999994,-0.013890000000000013,1754637235.9842672,time_response_shot_5_left.csv,0.7442874908447266,1.0360124111175537,0.0,0.7142882347106934,0.9598639011383057,0.0
