t,shot,target,marker_x,marker_y,error_x,error_y,pid_yaw_out,pid_pitch_out,gimbal_yaw,gimbal_pitch,kp_yaw,ki_yaw,kd_yaw,kp_pitch,ki_pitch,kd_pitch
0.030097246170043945,1,left,0.42031,0.41806,-0.07968999999999998,-0.08194000000000001,-8.148811232662199,8.378888096427918,-16.6,-11.9,100.0,2.0,0.0,100.0,2.0,0.0
0.04715228080749512,1,left,0.42031,0.41806,-0.07968999999999998,-0.08194000000000001,-8.151529464082717,8.381683075504304,-16.6,-11.9,100.0,2.0,0.0,100.0,2.0,0.0
0.12941551208496094,1,left,0.42031,0.41806,-0.07968999999999998,-0.08194000000000001,-8.164640577883718,8.395164373846056,-16.9,-11.6,100.0,2.0,0.0,100.0,2.0,0.0
0.18757033348083496,1,left,0.42031,0.41806,-0.07968999999999998,-0.08194000000000001,-8.173909293317793,8.40469478597641,-17.5,-11.1,100.0,2.0,0.0,100.0,2.0,0.0
0.22347712516784668,1,left,0.42344,0.42361,-0.07656000000000002,-0.07639000000000001,-7.866407341260912,7.855180625610353,-17.9,-10.8,100.0,2.0,0.0,100.0,2.0,0.0
0.26187658309936523,1,left,0.42656,0.42917,-0.07344,-0.07083,-7.560047453641892,7.304620292820931,-18.2,-10.5,100.0,2.0,0.0,100.0,2.0,0.0
0.29431939125061035,1,left,0.42656,0.42917,-0.07344,-0.07083,-7.564812653303147,7.3092161410236365,-18.4,-10.3,100.0,2.0,0.0,100.0,2.0,0.0
0.31830525398254395,1,left,0.43281,0.43472,-0.06719000000000003,-0.06528,-6.943035873537067,6.757347735261917,-18.4,-10.3,100.0,2.0,0.0,100.0,2.0,0.0
0.36179637908935547,1,left,0.43281,0.43472,-0.06719000000000003,-0.06528,-6.94888021092892,6.763025936555863,-19.0,-9.7,100.0,2.0,0.0,100.0,2.0,0.0
0.4046974182128906,1,left,0.43594,0.44583,-0.06406,-0.054169999999999996,-6.641376692061425,5.656673835134506,-19.3,-9.5,100.0,2.0,0.0,100.0,2.0,0.0
0.437345027923584,1,left,0.43906,0.44861,-0.060939999999999994,-0.05138999999999999,-6.333355782732963,5.382029356460571,-19.5,-9.3,100.0,2.0,0.0,100.0,2.0,0.0
0.4616730213165283,1,left,0.43906,0.44861,-0.060939999999999994,-0.05138999999999999,-6.336320878567695,5.3845297876214975,-19.6,-9.2,100.0,2.0,0.0,100.0,2.0,0.0
0.5032837390899658,1,left,0.44375,0.45694,-0.05625000000000002,-0.04305999999999999,-5.871886856617929,4.55502509455204,-20.2,-8.7,100.0,2.0,0.0,100.0,2.0,0.0
0.5193099975585938,1,left,0.44375,0.45694,-0.05625000000000002,-0.04305999999999999,-5.87380503839493,4.556493484015464,-20.2,-8.7,100.0,2.0,0.0,100.0,2.0,0.0
0.5616879463195801,1,left,0.44531,0.45972,-0.054690000000000016,-0.04027999999999998,-5.7223290626478205,4.281825495295523,-20.4,-8.5,100.0,2.0,0.0,100.0,2.0,0.0
0.5945475101470947,1,left,0.44844,0.46667,-0.051559999999999995,-0.033330000000000026,-5.412822448153496,3.589083729176524,-20.7,-8.4,100.0,2.0,0.0,100.0,2.0,0.0
0.6273260116577148,1,left,0.44844,0.46667,-0.051559999999999995,-0.033330000000000026,-5.416202567229271,3.5912687440872224,-20.8,-8.3,100.0,2.0,0.0,100.0,2.0,0.0
0.6680092811584473,1,left,0.45312,0.47361,-0.04687999999999998,-0.026390000000000025,-4.952017030577657,2.8994160070514705,-21.0,-8.1,100.0,2.0,0.0,100.0,2.0,0.0
0.7004704475402832,1,left,0.45469,0.47361,-0.04531000000000002,-0.026390000000000025,-4.7979586614751835,2.901129307413104,-21.2,-8.0,100.0,2.0,0.0,100.0,2.0,0.0
0.7330687046051025,1,left,0.45469,0.47361,-0.04531000000000002,-0.026390000000000025,-4.800912715530397,2.902849843420985,-21.4,-8.0,100.0,2.0,0.0,100.0,2.0,0.0
0.7490744590759277,1,left,0.45781,0.47917,-0.042190000000000005,-0.020830000000000015,-4.490263281092644,2.3475166431522387,-21.5,-7.9,100.0,2.0,0.0,100.0,2.0,0.0
0.7753689289093018,1,left,0.45781,0.47917,-0.042190000000000005,-0.020830000000000015,-4.492482008457184,2.3486120707654967,-21.6,-7.8,100.0,2.0,0.0,100.0,2.0,0.0
0.8091714382171631,1,left,0.46094,0.48194,-0.039059999999999984,-0.01806000000000002,-4.182122660484312,2.0728330174016976,-21.7,-7.7,100.0,2.0,0.0,100.0,2.0,0.0
0.8334970474243164,1,left,0.46094,0.48194,-0.039059999999999984,-0.01806000000000002,-4.184022977075575,2.0737116584062596,-21.8,-7.7,100.0,2.0,0.0,100.0,2.0,0.0
0.8741409778594971,1,left,0.46406,0.48472,-0.03594000000000003,-0.015280000000000016,-3.8749444627952605,1.7969537369203583,-22.0,-7.6,100.0,2.0,0.0,100.0,2.0,0.0
0.9080624580383301,1,left,0.46719,0.48611,-0.032810000000000006,-0.013890000000000013,-3.5641032888031012,1.6588676684427277,-22.2,-7.5,100.0,2.0,0.0,100.0,2.0,0.0
0.948326587677002,1,left,0.46719,0.48889,-0.032810000000000006,-0.011110000000000009,-3.5668125225114826,1.3817850590705882,-22.3,-7.4,100.0,2.0,0.0,100.0,2.0,0.0
0.9887773990631104,1,left,0.46719,0.48889,-0.032810000000000006,-0.011110000000000009,-3.5694669047546395,1.3826838760995874,-22.5,-7.3,100.0,2.0,0.0,100.0,2.0,0.0
1.0047798156738281,1,left,0.47031,0.49028,-0.029689999999999994,-0.009720000000000006,-3.2584171282529826,1.2439949630784997,-22.5,-7.3,100.0,2.0,0.0,100.0,2.0,0.0
0.017414331436157227,2,center,0.52969,0.44028,0.029689999999999994,-0.059719999999999995,3.0463957669401163,6.1276778444480895,0.1,-11.0,100.0,2.0,0.0,100.0,2.0,0.0
0.04944658279418945,2,center,0.52969,0.44028,0.029689999999999994,-0.059719999999999995,3.048297842025756,6.131503776550293,0.1,-11.0,100.0,2.0,0.0,100.0,2.0,0.0
0.08144378662109375,2,center,0.52969,0.44028,0.029689999999999994,-0.059719999999999995,3.050197835988998,6.1353255225753776,0.1,-10.9,100.0,2.0,0.0,100.0,2.0,0.0
0.1084737777709961,2,center,0.52969,0.44028,0.029689999999999994,-0.059719999999999995,3.051802876863479,6.138553984718322,0.2,-10.8,100.0,2.0,0.0,100.0,2.0,0.0
0.14088940620422363,2,center,0.52969,0.44028,0.029689999999999994,-0.059719999999999995,3.0537277168798442,6.142425707378387,0.3,-10.6,100.0,2.0,0.0,100.0,2.0,0.0
0.16517400741577148,2,center,0.52969,0.44028,0.029689999999999994,-0.059719999999999995,3.055169736499786,6.145326260147094,0.3,-10.5,100.0,2.0,0.0,100.0,2.0,0.0
0.20964288711547852,2,center,0.52812,0.44583,0.028120000000000034,-0.054169999999999996,2.900670666294101,5.595144018573761,0.6,-9.9,100.0,2.0,0.0,100.0,2.0,0.0
0.24994993209838867,2,center,0.52656,0.44861,0.026560000000000028,-0.05138999999999999,2.746811776523593,5.321286776657104,0.7,-9.7,100.0,2.0,0.0,100.0,2.0,0.0
0.29018354415893555,2,center,0.525,0.45694,0.025000000000000022,-0.04305999999999999,2.5928234571266198,4.491751695327758,0.8,-9.5,100.0,2.0,0.0,100.0,2.0,0.0
0.32257890701293945,2,center,0.525,0.45694,0.025000000000000022,-0.04305999999999999,2.5944432252693197,4.494541583976745,0.9,-9.4,100.0,2.0,0.0,100.0,2.0,0.0
0.36292386054992676,2,center,0.52344,0.4625,0.023440000000000016,-0.03749999999999998,2.4403345966911334,3.9415674554920175,1.0,-9.1,100.0,2.0,0.0,100.0,2.0,0.0
0.3871726989746094,2,center,0.52344,0.4625,0.023440000000000016,-0.03749999999999998,2.4414713822364824,3.9433861183738688,1.0,-9.1,100.0,2.0,0.0,100.0,2.0,0.0
0.4196746349334717,2,center,0.52188,0.46806,0.02188000000000001,-0.031940000000000024,2.2868936669540414,3.3894623420429255,1.1,-8.8,100.0,2.0,0.0,100.0,2.0,0.0
0.4525470733642578,2,center,0.52188,0.46806,0.02188000000000001,-0.031940000000000024,2.2883055915069592,3.3915234421443965,1.2,-8.7,100.0,2.0,0.0,100.0,2.0,0.0
0.48963284492492676,2,center,0.52031,0.47083,0.02031000000000005,-0.029169999999999974,2.1328366821289113,3.116722453145978,1.3,-8.5,100.0,2.0,0.0,100.0,2.0,0.0
0.017824411392211914,3,right,0.62813,0.44444,0.12812999999999997,-0.05556,13.091404110360143,5.676722175693512,17.1,-10.1,100.0,2.0,0.0,100.0,2.0,0.0
0.04118204116821289,3,right,0.62813,0.44444,0.12812999999999997,-0.05556,13.09738973656654,5.679317675514222,17.1,-10.1,100.0,2.0,0.0,100.0,2.0,0.0
0.06728196144104004,3,right,0.62813,0.44444,0.12812999999999997,-0.05556,13.104078102135656,5.682217898654938,17.1,-10.1,100.0,2.0,0.0,100.0,2.0,0.0
0.0916745662689209,3,right,0.62813,0.44444,0.12812999999999997,-0.05556,13.110328951048848,5.684928404903412,17.2,-10.0,100.0,2.0,0.0,100.0,2.0,0.0
0.11754369735717773,3,right,0.62813,0.44444,0.12812999999999997,-0.05556,13.116958174581525,5.687802982749939,17.7,-9.8,100.0,2.0,0.0,100.0,2.0,0.0
0.15832018852233887,3,right,0.62813,0.44861,0.12812999999999997,-0.05138999999999999,13.127407558207508,5.274993990511893,18.3,-9.6,100.0,2.0,0.0,100.0,2.0,0.0
0.191267728805542,3,right,0.62813,0.44861,0.12812999999999997,-0.05138999999999999,13.135850694880483,5.278380338702201,18.5,-9.4,100.0,2.0,0.0,100.0,2.0,0.0
0.22365522384643555,3,right,0.62187,0.44861,0.12187000000000003,-0.05138999999999999,12.517744822921756,5.281709125442505,19.1,-9.2,100.0,2.0,0.0,100.0,2.0,0.0
0.2564079761505127,3,right,0.61562,0.45417,0.11561999999999995,-0.04582999999999998,11.900318569364542,4.728711242718695,19.8,-8.8,100.0,2.0,0.0,100.0,2.0,0.0
0.2898721694946289,3,right,0.61562,0.45417,0.11561999999999995,-0.04582999999999998,11.908056829433436,4.731778570680617,20.1,-8.6,100.0,2.0,0.0,100.0,2.0,0.0
0.32362937927246094,3,right,0.60625,0.46389,0.10624999999999996,-0.036109999999999975,10.978230236511227,3.762216516370771,20.5,-8.4,100.0,2.0,0.0,100.0,2.0,0.0
0.35712480545043945,3,right,0.60625,0.46389,0.10624999999999996,-0.036109999999999975,10.985348014574047,3.7646355560493445,20.9,-8.2,100.0,2.0,0.0,100.0,2.0,0.0
0.3813502788543701,3,right,0.60156,0.46528,0.10155999999999998,-0.03471999999999997,10.521268692731857,3.6273177729225132,20.9,-8.2,100.0,2.0,0.0,100.0,2.0,0.0
0.4319419860839844,3,right,0.59375,0.47083,0.09375,-0.029169999999999974,9.749562055230141,3.075209371685979,21.4,-8.1,100.0,2.0,0.0,100.0,2.0,0.0
0.4482598304748535,3,right,0.59375,0.47083,0.09375,-0.029169999999999974,9.752814233660699,3.076221276164052,21.6,-8.0,100.0,2.0,0.0,100.0,2.0,0.0
