t,shot,target,marker_x,marker_y,error_x,error_y,pid_yaw_out,pid_pitch_out,gimbal_yaw,gimbal_pitch,kp_yaw,ki_yaw,kd_yaw,kp_pitch,ki_pitch,kd_pitch
0.008239984512329102,3,right,0.61562,0.45139,0.11561999999999995,-0.04860999999999999,44.784928730265094,-19.20006345404437,17.1,-9.7,100.0,2.0,60.0,100.0,2.0,60.0
0.033402204513549805,3,right,0.61562,0.45139,0.11561999999999995,-0.04860999999999999,11.826931662883753,4.972384951848983,17.1,-9.7,100.0,2.0,60.0,100.0,2.0,60.0
0.07423090934753418,3,right,0.61562,0.45139,0.11561999999999995,-0.04860999999999999,11.836372892589562,4.976354318532943,17.1,-9.9,100.0,2.0,60.0,100.0,2.0,60.0
0.12405610084533691,3,right,0.61562,0.45139,0.11561999999999995,-0.04860999999999999,11.847894469871514,4.981198323650359,18.7,-10.0,100.0,2.0,60.0,100.0,2.0,60.0
0.15711164474487305,3,right,0.61562,0.45139,0.11561999999999995,-0.04860999999999999,11.855538233842843,4.984411983628272,19.1,-9.8,100.0,2.0,60.0,100.0,2.0,60.0
1.2149112224578857,3,right,0.65469,0.45139,0.15469,-0.04860999999999999,18.305910057169545,5.087251258573531,10.5,-9.8,100.0,2.0,60.0,100.0,2.0,60.0
1.247896432876587,3,right,0.66719,0.45139,0.16718999999999995,-0.04860999999999999,40.08829281812575,5.090458080730437,9.7,-9.9,100.0,2.0,60.0,100.0,2.0,60.0
1.2805168628692627,3,right,0.66719,0.45139,0.16718999999999995,-0.04860999999999999,17.361737481236453,5.093629438934325,9.3,-9.9,100.0,2.0,60.0,100.0,2.0,60.0
1.3055775165557861,3,right,0.68125,0.45,0.18125000000000002,-0.04999999999999999,52.43915219119823,8.563061465182807,10.3,-9.6,100.0,2.0,60.0,100.0,2.0,60.0
1.375124454498291,3,right,0.68125,0.45,0.18125000000000002,-0.04999999999999999,18.802032733201983,5.242090198097228,13.4,-8.9,100.0,2.0,60.0,100.0,2.0,60.0
1.4321167469024658,3,right,0.68125,0.45417,0.18125000000000002,-0.04582999999999998,18.822692439198498,0.44024679820675505,15.8,-8.4,100.0,2.0,60.0,100.0,2.0,60.0
1.9820756912231445,3,right,0.61094,0.47639,0.11094000000000004,-0.02361000000000002,4.127928037755764,0.17393110788527855,17.6,-8.1,100.0,2.0,60.0,100.0,2.0,60.0
1.9980754852294922,3,right,0.61094,0.47639,0.11094000000000004,-0.02361000000000002,11.9172673640585,2.6350386832428,17.6,-8.1,100.0,2.0,60.0,100.0,2.0,60.0
2.0306718349456787,3,right,0.61094,0.47639,0.11094000000000004,-0.02361000000000002,11.924499842133526,2.636577882876398,17.6,-8.1,100.0,2.0,60.0,100.0,2.0,60.0
2.063683032989502,3,right,0.61094,0.47639,0.11094000000000004,-0.02361000000000002,11.93182436675549,2.6381366716480272,17.8,-8.0,100.0,2.0,60.0,100.0,2.0,60.0
2.0984749794006348,3,right,0.61094,0.47639,0.11094000000000004,-0.02361000000000002,11.939544003825192,2.639779547357561,18.1,-8.0,100.0,2.0,60.0,100.0,2.0,60.0
2.130798816680908,3,right,0.61094,0.47639,0.11094000000000004,-0.02361000000000002,11.94671601684094,2.6413058789539354,18.6,-7.8,100.0,2.0,60.0,100.0,2.0,60.0
2.171869993209839,3,right,0.60938,0.47639,0.10938000000000003,-0.02361000000000002,9.520730240350797,2.643245259909632,19.0,-7.7,100.0,2.0,60.0,100.0,2.0,60.0
2.1988487243652344,3,right,0.60312,0.47917,0.10311999999999999,-0.020830000000000015,-2.742813178103704,-3.8162788721118974,19.5,-7.6,100.0,2.0,60.0,100.0,2.0,60.0
2.231287717819214,3,right,0.60312,0.47917,0.10311999999999999,-0.020830000000000015,11.18595505894184,2.367720602316858,19.9,-7.4,100.0,2.0,60.0,100.0,2.0,60.0
2.2735836505889893,3,right,0.59688,0.47917,0.09687999999999997,-0.020830000000000015,1.7182353596301727,2.3694826508760465,19.9,-7.5,100.0,2.0,60.0,100.0,2.0,60.0
2.298879861831665,3,right,0.59688,0.47917,0.09687999999999997,-0.020830000000000015,10.57505171276569,2.3705364910364164,20.1,-7.4,100.0,2.0,60.0,100.0,2.0,60.0
2.3317606449127197,3,right,0.59062,0.48472,0.09062000000000003,-0.015280000000000016,-1.4680745823225028,-8.310954698684275,20.3,-7.5,100.0,2.0,60.0,100.0,2.0,60.0
2.3724584579467773,3,right,0.59062,0.48472,0.09062000000000003,-0.015280000000000016,9.9623870975256,1.8177850529336945,20.3,-7.3,100.0,2.0,60.0,100.0,2.0,60.0
2.405545949935913,3,right,0.58906,0.48472,0.08906000000000003,-0.015280000000000016,6.983417093079105,1.8187962066888823,20.7,-7.4,100.0,2.0,60.0,100.0,2.0,60.0
2.4464707374572754,3,right,0.58437,0.48472,0.08436999999999995,-0.015280000000000016,2.474157921053954,1.8200468681955353,20.8,-7.6,100.0,2.0,60.0,100.0,2.0,60.0
2.4714248180389404,3,right,0.58437,0.48472,0.08436999999999995,-0.015280000000000016,9.3543970418024,1.8208094648981108,20.9,-7.6,100.0,2.0,60.0,100.0,2.0,60.0
2.5038974285125732,3,right,0.58125,0.48611,0.08125000000000004,-0.013890000000000013,3.2828154797710782,-0.8856067543529802,21.2,-7.4,100.0,2.0,60.0,100.0,2.0,60.0
2.5280654430389404,3,right,0.57812,0.48333,0.07811999999999997,-0.016670000000000018,0.9678487624926797,8.863201350030671,21.2,-7.4,100.0,2.0,60.0,100.0,2.0,60.0
