t,shot,target,marker_x,marker_y,error_x,error_y,pid_yaw_out,pid_pitch_out,gimbal_yaw,gimbal_pitch,kp_yaw,ki_yaw,kd_yaw,kp_pitch,ki_pitch,kd_pitch
0.016345977783203125,5,left,0.42031,0.40139,-0.07968999999999998,-0.09860999999999998,-15.937999999999997,19.721999999999994,-16.5,-12.9,200.0,0.0,0.0,200.0,0.0,0.0
0.04563570022583008,5,left,0.42031,0.40139,-0.07968999999999998,-0.09860999999999998,-15.937999999999997,19.721999999999994,-16.5,-12.9,200.0,0.0,0.0,200.0,0.0,0.0
0.07681584358215332,5,left,0.42031,0.40139,-0.07968999999999998,-0.09860999999999998,-15.937999999999997,19.721999999999994,-16.5,-12.7,200.0,0.0,0.0,200.0,0.0,0.0
0.10695672035217285,5,left,0.42031,0.40139,-0.07968999999999998,-0.09860999999999998,-15.937999999999997,19.721999999999994,-17.0,-12.4,200.0,0.0,0.0,200.0,0.0,0.0
0.13894867897033691,5,left,0.42031,0.40139,-0.07968999999999998,-0.09860999999999998,-15.937999999999997,19.721999999999994,-17.6,-11.7,200.0,0.0,0.0,200.0,0.0,0.0
0.1692028045654297,5,left,0.42031,0.40139,-0.07968999999999998,-0.09860999999999998,-15.937999999999997,19.721999999999994,-18.4,-10.9,200.0,0.0,0.0,200.0,0.0,0.0
0.20036792755126953,5,left,0.42656,0.41111,-0.07344,-0.08889000000000002,-14.688,17.778000000000006,-18.7,-10.6,200.0,0.0,0.0,200.0,0.0,0.0
0.23053574562072754,5,left,0.43125,0.42083,-0.06874999999999998,-0.07917000000000002,-13.749999999999996,15.834000000000003,-19.4,-9.8,200.0,0.0,0.0,200.0,0.0,0.0
0.26253819465637207,5,left,0.43125,0.42083,-0.06874999999999998,-0.07917000000000002,-13.749999999999996,15.834000000000003,-20.0,-9.1,200.0,0.0,0.0,200.0,0.0,0.0
0.2926797866821289,5,left,0.43906,0.44028,-0.060939999999999994,-0.059719999999999995,-12.187999999999999,11.943999999999999,-20.3,-8.7,200.0,0.0,0.0,200.0,0.0,0.0
0.32298827171325684,5,left,0.44531,0.45139,-0.054690000000000016,-0.04860999999999999,-10.938000000000002,9.721999999999998,-20.6,-8.4,200.0,0.0,0.0,200.0,0.0,0.0
0.3541288375854492,5,left,0.44531,0.45139,-0.054690000000000016,-0.04860999999999999,-10.938000000000002,9.721999999999998,-21.1,-7.9,200.0,0.0,0.0,200.0,0.0,0.0
0.3852725028991699,5,left,0.45469,0.47083,-0.04531000000000002,-0.029169999999999974,-9.062000000000003,5.833999999999994,-21.6,-7.4,200.0,0.0,0.0,200.0,0.0,0.0
0.4155161380767822,5,left,0.45469,0.47083,-0.04531000000000002,-0.029169999999999974,-9.062000000000003,5.833999999999994,-22.0,-7.1,200.0,0.0,0.0,200.0,0.0,0.0
0.4467132091522217,5,left,0.45781,0.47917,-0.042190000000000005,-0.020830000000000015,-8.438,4.166000000000003,-22.0,-7.1,200.0,0.0,0.0,200.0,0.0,0.0
0.47685837745666504,5,left,0.46406,0.49028,-0.03594000000000003,-0.009720000000000006,-7.188000000000006,1.9440000000000013,-22.4,-6.8,200.0,0.0,0.0,200.0,0.0,0.0
0.5078604221343994,5,left,0.46406,0.49028,-0.03594000000000003,-0.009720000000000006,-7.188000000000006,1.9440000000000013,-22.6,-6.7,200.0,0.0,0.0,200.0,0.0,0.0
0.5541768074035645,5,left,0.47031,0.5,-0.029689999999999994,0.0,-5.937999999999999,0.0,-23.0,-6.5,200.0,0.0,0.0,200.0,0.0,0.0
